,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude,year,decade,PrimaryCaretaker
14347,24360,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,255 Duboce Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2000-08-20 00:00:00,3,3X3,37.76960923,-122.425524,2000,2000 - 2009,DPW
14348,34165,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2500 Broadway,1.0,Sidewalk: Curb side : Cutout,Private,2006-04-13 00:00:00,7,,37.79390816,-122.43837,2006,2000 - 2009,Private
14352,27284,DPW Maintained,Lagunaria patersonii :: Primrose Tree,636 Silver Ave,1.0,Sidewalk: Curb side : Cutout,Private,2009-09-04 00:00:00,3,3X3,37.72874627,-122.4229425,2009,2000 - 2009,Private
14355,13240,DPW Maintained,Lophostemon confertus :: Brisbane Box,2346 Lombard St,1.0,Sidewalk: Curb side : Cutout,Private,2019-10-02 00:00:00,3,3x3,37.79943319,-122.4402,2019,2010 - 2019,Private
14358,34605,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,3201 Washington St,1.0,Sidewalk: Curb side : Cutout,Private,1997-07-28 00:00:00,5,,37.79000695,-122.4463328,1997,1990 - 1999,Private
14359,41958,DPW Maintained,Crataegus phaenopyrum :: Washington Hawthorn,3520 Fulton St,1.0,Sidewalk: Curb side : Cutout,Private,2000-06-20 00:00:00,4,,37.7733192,-122.4695359,2000,2000 - 2009,Private
14364,8777,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,3502 Geary Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,2011-03-04 00:00:00,3,3X3,37.78151014,-122.4568592,2011,2010 - 2019,DPW
14366,229978,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,530 Chenery St,1.0,Sidewalk: Curb side : Cutout,Private,1980-11-24 00:00:00,16,Width 2ft,37.73517414,-122.4309312,1980,1980 - 1989,Private
14374,92979,DPW Maintained,Afrocarpus gracilior :: Fern Pine,147 Mason St,2.0,Sidewalk: Curb side : Cutout,Private,2010-01-04 00:00:00,5,,37.78494213,-122.4095042,2010,2010 - 2019,Private
14375,35856,DPW Maintained,Pittosporum undulatum :: Victorian Box,24 Santa Rosa Ave,1.0,Sidewalk: Curb side : Cutout,Private,1998-04-23 00:00:00,11,,37.72606768,-122.4344548,1998,1990 - 1999,Private
14376,190900,DPW Maintained,Corymbia maculata :: Spotted Gum,2 George Ct,1.0,Sidewalk: Curb side : Cutout,Private,2020-08-26 00:00:00,3,Width 3ft,37.73155032,-122.3833104,2020,2020 - 2029,Private
14380,95093,DPW Maintained,Lophostemon confertus :: Brisbane Box,99X 08th St,1.0,Sidewalk: Curb side : Cutout,DPW,2006-02-11 00:00:00,3,3x3,37.77751972,-122.4131383,2006,2000 - 2009,DPW
14391,17872,Section 143,Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia,2148 Pine St,2.0,Sidewalk: Curb side : Cutout,DPW,2010-07-21 00:00:00,0,3X3,37.78833345,-122.4311778,2010,2010 - 2019,DPW
14394,44760,DPW Maintained,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,761 Tehama St,3.0,Sidewalk: Curb side : Cutout,Private,2014-12-23 00:00:00,3,3x3,37.77510231,-122.4118935,2014,2010 - 2019,Private
14396,61070,DPW Maintained,Prunus cerasifera :: Cherry Plum,2618 Sutter St,1.0,Sidewalk: Curb side : Cutout,Private,1990-08-27 00:00:00,4,3x3,37.78478365,-122.4440181,1990,1990 - 1999,Private
14399,96325,Permitted Site,Liriodendron tulipifera :: Tulip Tree,1300X Sansome St,8.0,Sidewalk: Curb side : Cutout,Private,2011-06-06 00:00:00,5,4x4,37.80220124,-122.402928,2011,2010 - 2019,Private
14404,68231,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,257 16th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1993-09-27 00:00:00,5,,37.78321255,-122.4753655,1993,1990 - 1999,Private
14405,39520,DPW Maintained,Melaleuca quinquenervia :: Cajeput,1330 16th St,7.0,Sidewalk: Curb side : Cutout,Private,1998-12-28 00:00:00,4,,37.76629079,-122.4004802,1998,1990 - 1999,Private
14407,152697,DPW Maintained,Aesculus x carnea 'Briotii' :: Ruby Horse Chestnut,1096 Treat Ave,1.0,Sidewalk: Curb side : Cutout,Private,2021-07-01 00:00:00,3,Width 3ft,37.75274915,-122.4130756,2021,2020 - 2029,Private
14410,39921,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,1938 Scott St,1.0,Sidewalk: Curb side : Cutout,Private,1999-01-25 00:00:00,4,,37.78782372,-122.4386261,1999,1990 - 1999,Private
14412,38547,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1827 Jennings St,2.0,Sidewalk: Curb side : Cutout,Private,2009-07-09 00:00:00,3,3x3,37.72854808,-122.3872025,2009,2000 - 2009,Private
14414,34699,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,783 45th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1997-07-28 00:00:00,5,,37.77382303,-122.5058693,1997,1990 - 1999,Private
14415,160908,DPW Maintained,Agonis flexuosa :: Peppermint Willow,615 Madrid St,1.0,Sidewalk: Curb side : Cutout,Private,2019-10-05 00:00:00,3,Width 0ft,37.71974327,-122.4341338,2019,2010 - 2019,Private
14416,216848,DPW Maintained,Lagunaria patersonii :: Primrose Tree,258 Farallones St,1.0,Sidewalk: Curb side : Cutout,Private,2017-10-06 14:39:00,3,Width 3ft,37.71409265,-122.461324,2017,2010 - 2019,Private
14420,63894,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1640 Clay St,1.0,Sidewalk: Curb side : Cutout,Private,2017-03-01 00:00:00,3,,37.79257606,-122.4200725,2017,2010 - 2019,Private
14422,12706,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1428X Lake St,1.0,Sidewalk: Curb side : Cutout,DPW,2012-05-22 00:00:00,3,3x3,37.78629511,-122.4748736,2012,2010 - 2019,DPW
14423,44243,DPW Maintained,Agonis flexuosa :: Peppermint Willow,4005 Irving St,2.0,Sidewalk: Curb side : Cutout,Private,2001-01-30 00:00:00,12,,37.76243801,-122.5008895,2001,2000 - 2009,Private
14432,38225,DPW Maintained,Agonis flexuosa :: Peppermint Willow,1099 Mississippi St,2.0,Sidewalk: Curb side : Cutout,Private,1998-07-21 00:00:00,13,,37.75265398,-122.3935488,1998,1990 - 1999,Private
14433,69335,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,2812 Lyon St,1.0,Sidewalk: Curb side : Cutout,Private,1994-04-13 00:00:00,13,,37.79684012,-122.4469759,1994,1990 - 1999,Private
14436,76243,Undocumented,Arbutus 'Marina' :: Hybrid Strawberry Tree,2901X 17TH ST,2.0,Sidewalk: Curb side : Cutout,Private,1994-03-19 00:00:00,7,3x3,37.76414983,-122.4123614,1994,1990 - 1999,Private
14441,67550,DPW Maintained,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,890 Rhode Island St,1.0,Sidewalk: Curb side : Cutout,Private,1992-10-05 00:00:00,8,,37.7585313,-122.4020756,1992,1990 - 1999,Private
14442,3828,DPW Maintained,Lophostemon confertus :: Brisbane Box,140X Cashmere St,1.0,Sidewalk: Curb side : Cutout,DPW,1998-12-11 00:00:00,3,3X3,37.73619349,-122.384648,1998,1990 - 1999,DPW
14443,52354,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,899VAN NESS Ellis St,2.0,Sidewalk: Curb side : Cutout,Private,2005-12-14 00:00:00,5,,37.78381581,-122.4205221,2005,2000 - 2009,Private
14451,88398,DPW Maintained,Lagunaria patersonii :: Primrose Tree,405 27th Ave,2.0,Sidewalk: Curb side : Cutout,Private,2008-07-10 00:00:00,5,3x3,37.78171664,-122.4870909,2008,2000 - 2009,Private
14458,89409,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',2020 Anza St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-02-07 00:00:00,3,3x3,37.77891311,-122.4699366,2008,2000 - 2009,DPW
14461,254977,DPW Maintained,Lophostemon confertus :: Brisbane Box,2654 San Jose Ave,1.0,Sidewalk: Curb side : Cutout,Private,2018-10-05 14:34:00,3,3x4,37.71510202,-122.4514705,2018,2010 - 2019,Private
14470,91339,DPW Maintained,Ulmus parvifolia :: Chinese Elm,829 Folsom St,2.0,Sidewalk: Curb side : Cutout,Private,2009-02-23 00:00:00,1,3x3,37.78138408,-122.4018125,2009,2000 - 2009,Private
14475,86907,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1419 33rd Ave,2.0,Sidewalk: Curb side : Cutout,Private,2007-08-17 00:00:00,2,3x3,37.76058856,-122.492039,2007,2000 - 2009,Private
14478,4458,DPW Maintained,Liquidambar styraciflua :: American Sweet Gum,1420 Church St,1.0,Sidewalk: Curb side : Cutout,Private,1999-08-28 00:00:00,3,3X3,37.7480007,-122.4271942,1999,1990 - 1999,Private
14480,104173,DPW Maintained,Carpinus betulus :: European Hornbeam,1266 Washington St,2.0,Sidewalk: Property side : Cutout,Private,2013-08-27 00:00:00,2,,37.79425672,-122.4139822,2013,2010 - 2019,Private
14482,61571,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,901 Wisconsin St,1.0,Sidewalk: Curb side : Cutout,Private,1984-08-23 00:00:00,13,,37.7560364,-122.3987337,1984,1980 - 1989,Private
14483,86413,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1843 26th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2015-03-23 17:00:00,3,3x3,37.75309983,-122.4839868,2015,2010 - 2019,DPW
14488,23214,DPW Maintained,Lophostemon confertus :: Brisbane Box,600X Van Ness Ave,2.0,Median : Cutout,DPW,2005-06-09 00:00:00,6,3X3,37.78101698,-122.4203528,2005,2000 - 2009,DPW
14489,21950,DPW Maintained,Lophostemon confertus :: Brisbane Box,2440 03rd St,1.0,Sidewalk: Curb side : Cutout,DPW,1995-01-25 00:00:00,3,3X3,37.75876437,-122.388552,1995,1990 - 1999,DPW
14496,61909,Permitted Site,Acer spp :: Maple,440 14th St,1.0,Sidewalk: Curb side : Cutout,Private,2014-05-16 00:00:00,18,4x4,37.76815575,-122.4231212,2014,2010 - 2019,Private
14499,50230,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1261 29th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2003-08-27 00:00:00,2,,37.76388181,-122.4879699,2003,2000 - 2009,Private
14500,1950,DPW Maintained,Melaleuca quinquenervia :: Cajeput,22 Bertha Ln,1.0,Sidewalk: Curb side : Cutout,DPW,1995-08-17 00:00:00,12,3X4,37.73376248,-122.3815535,1995,1990 - 1999,DPW
14503,52827,DPW Maintained,Prunus serrulata :: Ornamental Cherry,750WASHINGTON Kearny St,1.0,Sidewalk: Curb side : Cutout,Private,2006-06-06 00:00:00,2,3x3,37.79501816,-122.4048068,2006,2000 - 2009,Private
14508,103782,DPW Maintained,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,1237 Polk St,2.0,Sidewalk: Curb side : Pot,DPW,2009-11-01 00:00:00,3,3x3,37.78836616,-122.4204161,2009,2000 - 2009,DPW
14510,34800,DPW Maintained,Prunus blireiana :: Flowering Plum,67 Ellington Ave,1.0,Sidewalk: Curb side : Cutout,Private,1997-07-29 00:00:00,6,,37.71533695,-122.4428895,1997,1990 - 1999,Private
14512,104601,DPW Maintained,Quercus suber :: Cork Oak,1945 Hyde St,2.0,Sidewalk: Curb side : Cutout,Private,2013-10-21 00:00:00,3,3x3,37.79886056,-122.4190712,2013,2010 - 2019,Private
14514,61572,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,900 Wisconsin St,1.0,Sidewalk: Curb side : Cutout,Private,1984-08-23 00:00:00,14,,37.75592355,-122.3989131,1984,1980 - 1989,Private
14518,31087,DPW Maintained,Afrocarpus gracilior :: Fern Pine,61 Pearl St,1.0,Sidewalk: Curb side : Cutout,Private,1995-03-21 00:00:00,10,,37.77044131,-122.4238288,1995,1990 - 1999,Private
14521,130411,DPW Maintained,Lophostemon confertus :: Brisbane Box,617 Battery St,5.0,Sidewalk: Curb side : Cutout,Private,2018-04-09 00:00:00,3,Width 3ft,37.79712309,-122.40084,2018,2010 - 2019,Private
14526,61507,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',195 19th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1984-08-27 00:00:00,16,,37.78433098,-122.4786792,1984,1980 - 1989,Private
14527,86477,DPW Maintained,Arbutus unedo :: Strawberry Tree,1754 27th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2006-12-28 00:00:00,3,3x3,37.7547373,-122.4850198,2006,2000 - 2009,DPW
14528,265202,Private,Lophostemon confertus :: Brisbane Box,1200 Franklin St,1.0,Sidewalk: Curb side : Cutout,Private,2021-01-21 00:00:00,3,,37.78551855,-122.4229648,2021,2020 - 2029,Private
14530,180663,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,355 Chicago Way,1.0,Sidewalk: Curb side : Yard,Private,2017-10-10 13:48:00,3,Width 6ft,37.70911627,-122.4335141,2017,2010 - 2019,Private
14539,83479,DPW Maintained,Aesculus x carnea :: Red Horse Chestnut,729 Tennessee St,1.0,Sidewalk: Curb side : Cutout,Private,2010-06-02 00:00:00,1,,37.76246578,-122.3895894,2010,2010 - 2019,Private
14546,30647,DPW Maintained,Lophostemon confertus :: Brisbane Box,40 Isis St,2.0,Sidewalk: Curb side : Cutout,Private,1995-01-30 00:00:00,22,,37.7700513,-122.4146891,1995,1990 - 1999,Private
14548,82435,Significant Tree,Pinus radiata :: Monterey Pine,51 Peralta Ave,1.0,Front Yard : Yard,Private,2005-04-02 00:00:00,20,,37.74779817,-122.4059712,2005,2000 - 2009,Private
14551,266694,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1995 Evans Ave,23.0,Sidewalk: Curb side : Cutout,Private,2021-11-08 00:00:00,3,3x3,37.74692401,-122.3956936,2021,2020 - 2029,Private
14554,62089,DPW Maintained,Pittosporum undulatum :: Victorian Box,1524 20th St,1.0,Sidewalk: Curb side : Cutout,Private,1985-08-26 00:00:00,12,,37.76006213,-122.396838,1985,1980 - 1989,Private
14555,66049,DPW Maintained,Pittosporum undulatum :: Victorian Box,333 Avila St,1.0,Sidewalk: Curb side : Cutout,Private,1990-08-17 00:00:00,10,,37.80440584,-122.4412015,1990,1990 - 1999,Private
14563,48707,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,405 Howard St,3.0,Sidewalk: Curb side : Cutout,Private,2002-09-19 00:00:00,5,,37.78897011,-122.3953289,2002,2000 - 2009,Private
14564,47443,DPW Maintained,Agonis flexuosa 'After Dark' :: Peppermint willow 'After Dark',651 43rd Ave,1.0,Sidewalk: Curb side : Cutout,Private,2002-05-14 00:00:00,6,,37.77632959,-122.5038965,2002,2000 - 2009,Private
14565,6884,DPW Maintained,Lophostemon confertus :: Brisbane Box,259 Fell St,5.0,Sidewalk: Curb side : Cutout,DPW,1995-01-07 00:00:00,6,3X3,37.77591308,-122.4220859,1995,1990 - 1999,DPW
14568,3849,DPW Maintained,Lophostemon confertus :: Brisbane Box,201X Cashmere St,6.0,Sidewalk: Curb side : Cutout,DPW,2016-02-10 00:00:00,12,3X3,37.73658386,-122.3861908,2016,2010 - 2019,DPW
14571,90550,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,920 Cabrillo St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-02-14 00:00:00,3,3x3,37.77523069,-122.4685883,2008,2000 - 2009,DPW
14572,61666,DPW Maintained,Ligustrum lucidum :: Glossy Privet,182 12th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1984-11-21 00:00:00,10,,37.78489344,-122.470931,1984,1980 - 1989,Private
14573,109147,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,2720 Balboa St,2.0,Sidewalk: Curb side : Cutout,Private,2015-01-29 00:00:00,3,3x3,37.77625941,-122.488123,2015,2010 - 2019,Private
14574,79729,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',3739 Clay St,1.0,Sidewalk: Curb side : Cutout,Private,2008-06-04 00:00:00,4,3x3,37.78807171,-122.4545045,2008,2000 - 2009,Private
14577,6977,DPW Maintained,Tristania conferta ::,748 Fell St,1.0,Sidewalk: Curb side : Cutout,DPW,1990-10-30 00:00:00,12,3X3,37.7750718,-122.4302212,1990,1990 - 1999,DPW
14578,61891,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1619 24th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1985-03-15 00:00:00,0,,37.75735026,-122.4821539,1985,1980 - 1989,Private
14583,82909,DPW Maintained,Lagunaria patersonii :: Primrose Tree,51 Princeton St,2.0,Sidewalk: Curb side : Cutout,Private,2009-07-08 00:00:00,6,3x3,37.72938629,-122.4161546,2009,2000 - 2009,Private
14584,4634,DPW Maintained,Liquidambar styraciflua :: American Sweet Gum,500X Columbus Ave,1.0,Median : Cutout,DPW,2006-08-19 00:00:00,8,3,37.7997472,-122.4093991,2006,2000 - 2009,DPW
14589,26015,DPW Maintained,Pittosporum eugenioides :: Tarata,1638 Oakdale Ave,1.0,Sidewalk: Curb side : Cutout,Private,1997-05-05 00:00:00,3,3X3,37.7353543,-122.3915086,1997,1990 - 1999,Private
14596,2321,Permitted Site,Liquidambar styraciflua :: American Sweet Gum,2287 Bryant St,1.0,Sidewalk: Curb side : Cutout,Private,1996-09-20 00:00:00,10,3X3,37.7578036,-122.4095339,1996,1990 - 1999,Private
14597,59856,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1225 Palou Ave,1.0,Sidewalk: Curb side : Cutout,Private,1981-09-23 00:00:00,13,4x4,37.73001395,-122.3841289,1981,1980 - 1989,Private
14599,18957,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2870 Sacramento St,1.0,Sidewalk: Curb side : Cutout,Private,2000-05-17 00:00:00,3,3X3,37.78913234,-122.4400613,2000,2000 - 2009,Private
14602,63932,DPW Maintained,Prunus cerasifera :: Cherry Plum,736 Lyon St,1.0,Sidewalk: Curb side : Cutout,Private,1988-07-25 00:00:00,8,,37.77772138,-122.4433489,1988,1980 - 1989,Private
14603,251775,DPW Maintained,Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia,120 Seville St,4.0,Sidewalk: Curb side : Yard,Private,2017-10-10 10:17:00,3,Width 6ft,37.71157916,-122.4358643,2017,2010 - 2019,Private
14605,29800,Permitted Site,Magnolia grandiflora :: Southern Magnolia,1985X Evans Ave,12.0,Sidewalk: Curb side : Cutout,Private,2006-09-11 00:00:00,3,4x4,37.7470255,-122.3957363,2006,2000 - 2009,Private
14606,69224,Permitted Site,Pyrus kawakamii :: Evergreen Pear,345 Gough St,3.0,Sidewalk: Curb side : Cutout,Private,1994-01-31 00:00:00,3,3x3,37.77641842,-122.4229744,1994,1990 - 1999,Private
14607,224678,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,904 Capp St,1.0,Sidewalk: Curb side : Cutout,Private,2019-10-05 12:09:00,3,Width 3ft,37.75218618,-122.4174164,2019,2010 - 2019,Private
14612,161549,DPW Maintained,Lophostemon confertus :: Brisbane Box,77 Morse St,1.0,Sidewalk: Curb side : Cutout,Private,2017-10-10 10:57:00,3,Width 0ft,37.71326863,-122.4381887,2017,2010 - 2019,Private
14615,37095,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1434 47th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1998-06-01 00:00:00,7,,37.75971725,-122.5068703,1998,1990 - 1999,Private
14617,261805,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1287 33rd Ave,1.0,Sidewalk: Curb side : Cutout,Private,2020-02-28 00:00:00,3,5x5,37.76317209,-122.4922865,2020,2020 - 2029,Private
14618,69189,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',3951 Washington St,1.0,Sidewalk: Curb side : Cutout,Private,1994-01-27 00:00:00,5,,37.78847985,-122.4583754,1994,1990 - 1999,Private
14626,27297,DPW Maintained,Pinus canariensis :: Canary Island Pine,7800X Geary Blvd,4.0,Median : Cutout,Fire Dept,1999-06-10 00:00:00,6,5X5,37.77923434,-122.5035298,1999,1990 - 1999,Others
14631,46961,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1530 43rd Ave,14.0,Sidewalk: Curb side : Cutout,SFUSD,2002-05-01 00:00:00,7,3x25,37.75811133,-122.5024502,2002,2000 - 2009,Others
14633,108775,Permitted Site,Lagunaria patersonii :: Primrose Tree,500X Lathrop Ave,14.0,Sidewalk: Curb side : Cutout,Private,2015-01-06 00:00:00,3,,37.71019172,-122.3976987,2015,2010 - 2019,Private
14634,75029,Undocumented,Olea europaea 'Fruitless' :: Fruitless Olive,141X Arleta Ave,1.0,Sidewalk: Curb side : Cutout,PUC,2016-02-24 00:00:00,3,,37.71345666,-122.4056665,2016,2010 - 2019,Others
14637,61537,DPW Maintained,Maytenus boaria :: Mayten,246 15th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1984-08-20 00:00:00,14,,37.7835041,-122.4741025,1984,1980 - 1989,Private
14642,38676,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,14 Clayton St,1.0,Sidewalk: Curb side : Cutout,Private,1998-10-01 00:00:00,6,,37.77515757,-122.4495838,1998,1990 - 1999,Private
14647,254841,Undocumented,Lophostemon confertus :: Brisbane Box,71 06th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2018-03-29 00:00:00,3,3x3,37.78728059,-122.4648795,2018,2010 - 2019,DPW
14650,59126,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,462 11th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1980-04-23 00:00:00,14,6x9,37.7795316,-122.4694621,1980,1980 - 1989,Private
14654,16493,DPW Maintained,Ceratonia siliqua :: Carob,325 Newhall St,6.0,Sidewalk: Curb side : Cutout,DPW,1992-12-03 00:00:00,3,3X3,37.74244263,-122.38515,1992,1990 - 1999,DPW
14664,265775,Section 806 (d),Tristaniopsis laurina :: Swamp Myrtle,2410 33rd Ave,1.0,Sidewalk: Curb side : Cutout,Private,2021-05-14 00:00:00,3,3x3,37.74215589,-122.4906092,2021,2020 - 2029,Private
14671,61640,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1201 29th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1989-07-27 00:00:00,4,,37.76481192,-122.4880315,1989,1980 - 1989,Private
14673,265334,Permitted Site,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,2502 Alameda St,8.0,Sidewalk: Curb side : Cutout,Private,2021-02-22 00:00:00,3,4x6,37.76829411,-122.4098403,2021,2020 - 2029,Private
14675,93400,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2101 Turk Blvd,2.0,Sidewalk: Curb side : Cutout,DPW,2008-12-09 00:00:00,3,3x3,37.7789126,-122.4439745,2008,2000 - 2009,DPW
14681,97660,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,1911 Baker St,1.0,Sidewalk: Curb side : Cutout,Private,2011-01-11 00:00:00,4,5x6,37.78906001,-122.4441324,2011,2010 - 2019,Private
14690,254805,Permitted Site,Acer buergeranum :: Trident Maple,1199 Sanchez St,,Sidewalk: Curb side : Cutout,Private,2018-03-28 00:00:00,3,3x3,37.74999258,-122.4294334,2018,2010 - 2019,Private
14694,61174,Permitted Site,Lophostemon confertus :: Brisbane Box,942 South Van Ness Ave,1.0,Sidewalk: Curb side : Cutout,Private,1983-10-29 00:00:00,14,3x3,37.75806728,-122.416896,1983,1980 - 1989,Private
14695,32515,DPW Maintained,Prunus cerasifera :: Cherry Plum,829 Moultrie St,1.0,Sidewalk: Curb side : Cutout,Private,1996-10-15 00:00:00,11,,37.73433673,-122.4161826,1996,1990 - 1999,Private
14697,22652,DPW Maintained,Melaleuca quinquenervia :: Cajeput,1251 Turk St,6.0,Sidewalk: Curb side : Cutout,DPW,1992-05-18 00:00:00,18,3X3,37.78072378,-122.4297703,1992,1990 - 1999,DPW
14708,5973,DPW Maintained,Pittosporum undulatum :: Victorian Box,1550 Eddy St,2.0,Sidewalk: Curb side : Cutout,Private,1990-02-02 00:00:00,6,3X3,37.78135152,-122.4334012,1990,1990 - 1999,Private
14715,17425,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1865 Palou Ave,1.0,Sidewalk: Curb side : Cutout,Private,1993-05-25 00:00:00,3,3X3,37.73671507,-122.3958959,1993,1990 - 1999,Private
